D115 ID	Leika Nummer	Leika Gruppe	Leika Kennung	Leika Verrichtung	Leika Synonyme
326157	11052001023000	Gewerberegister	Gewerberegisterauszug	Auskunft	Auskunft Gewerberegister | Register (Gewerbe) | Gewerberegisterauskunft | Gewerberegisterauszug | Gewerbeauskunft | Gewerbedatenbank | Auskunft | Unternehmensauskunft | Betriebe |
326349	11001004004903	Abfall	Wilder Müll	Entsorgung	Industrieabfall | Hausmüllähnliche Gewerbeabfälle | Biotonne | Wertstoffhöfe | blaue Tonne | Papiertonne | Abfalltonnen | Gelbe Tonne | Weihnachtsbäume entsorgen Sammelplätze für Weihnachtsbäume | Müllentsorgung | Wertstoffhof | Recyclinghöfe | Restabfalltonne | Deponie | Wertstoff | Gewerbemüll-Entsorgung | braune Tonne | Abfalldeponie | gelber Sack | Produktionsrückstände | Restmülltonne | Recyclinghof
325333	99102010002000	Steuern	Gewerbesteuer	Festsetzung	Hebesatz Gewerbesteuer | Gewerbesteuer | Gemeindesteuern | Gewerbesteuer - Festsetzung | ELSTER | elster | Elster | elektronische Steuererklärung | ELSTEROnline
324579	11123004022000	Vermessung und Kataster	Flurstücksgrenze	Bescheinigung	Grenzbescheinigung | Grenze | Gebäude | Grenzattest | Grenzinnehaltungsbescheinigung | Ausweis für den Bestand an Gebäuden | Überbau
327196	99043006085000	Grundbuch	Grundbuch	Abschrift	Grundbucheinsicht | Grundakteneinsicht | Geldforderung | Zwangsvollstreckung | Zwangsversteigerung | Immobiliarvollstreckung | Pfändung | Schuldner | Gläubiger | Titel | Grundstückseigentümer | Grundbesitz | Immobilie | Eigentumswohnung | Wohnungseigentum | Haus | Erbbaurecht | Grundbuchauszug | Auszug aus dem Grundbuch | einfache Abschrift | beglaubigte Abschrift
327046	11043006060900	Grundbuch	Grundbuch	Eintragung	Grunddienstbarkeiten | Wegerecht | Gehrecht | Fahrrecht | Leitungsrecht | Duldung | Nutzung | Grundstücksrecht | Berechtigter | Immobilien | Haus | Wohnungsrecht | Eigentumswohnung | Wohnungseigentum | Nießbrauch | Immisionen | Last | Beschränkungen | beschränkte persönliche Dienstbarkeit | Grundbuch
327042	11043006900000	Grundbuch	Grundbuch	Eigentumsübertragungs- bzw. Auflassungsvormerkung	Eigentumsübertragung | Auflassung | Vormerkung | Anspruch | Kaufvertrag | Sicherungsmittel | Grundbuch | Schenkung
327411	11043002060000	Grundbuch	Grundbuch-Eintragung Erbbaurecht	Eintragung	Grundbuch | Eigentumsumschreibung | Einigung | Grundstückskauf | Auflassung | Grundstücksübergang | Verkauf | notarieller Kaufvertrag | Veräußerin | Erwerberin | Verkäuferin | Käuferin | Veräußerer | Eintragung | Rechtsübergang | Eigentumswechsel | Notarin | Schenkung | Eigentumsübertragung | Erbbaurecht | Abteilung I |
326600	99043002062000	Grundbuch	Grundbuch-Eintragung Erbbaurecht	Berichtigung	Erbenberichtigung | Grundbuchberichtigung | Nachlassgrundstück | Erbfall | Grundbuchberichtigungszwang | Grundbuchunrichtigkeit | Todesfall des Grundstückseigentümes | Erbschein | Testament | Sterben | Sterbefall | vererben | Testamentsvollstrecker | Nacherben | Vorerben | Berliner Testament | Grundbuch
326740	99043008000000	Grundbuch	Grundbucheinsicht		Öffentliches Register | Grundbuch | Elektronisches Grundbuch | Grundbuch | Grundbucheinsicht | Geldforderung | Zwangsvollstreckung | Zwangsversteigerung | Immobilarvollstreckung | Pfändung | Schuldner | Gläubiger | Titel | Grundstückseigentümer | Grundbesitz | Immobilie | Eigentumswohnung | Wohnungseigentum | Haus | Erbbaurecht | Grundbuchauszug
327769	99043002000000	Grundbuch	Grundbuch-Eintragung Erbbaurecht		Elektronisches Grundbuch | Öffentliches Register | Grundbuch | Erbbaurecht | Erbpacht | Erbbauzins | Immobilie | Nutzung | Einigung | Grundstück | notarieller Vertrag | Eintragung | Notarin | Haus | Gebäude | Kaufvertrag | Abteilung II
327777	99043006000000	Grundbuch	Grundbuch		Öffentliches Register | Grundbuch | Grundbuchänderung | Elektronisches Grundbuch | Grundbuchblatt | Grundbuchregister | Grundpfandrechte | Grundbucheinsicht | Grundbuchausdruck | Grundstückseigentümer | Belastungen | Eigentumsverhältnisse
326850	99043009060000	Grundbuch	Grundpfandrechte im Grundbuch	Eintragung	Darlehen | Grundschuld | Hypothek | Kredit | Sicherungsvertrag | Bank | Schulden | Immobilien | Haus | Wohnungseigentum | Pfandrecht | Versteigerung | Sicherheit | Eigentumswohnung | Erbbaurecht | Bausparkasse | Lebensversicherung | Gläubigerin | KfW | Grundpfandrechte | Eintragung | Grundbuch
326598	99043009064000	Grundbuch	Grundpfandrechte im Grundbuch	Löschung	Grundschuld | Hypothek | Kreditsicherung | Löschung | Ablösung von Forderungen | Streichung im Grundbuch | Löschungsbewilligung | Löschungsantrag | löschungsfähige Quittung | Kreditquittung | Begleichung Immobilienkredit | Löschen | Bank | Bausparkasse | notariell | Grundbuch
326866	99043009011000	Grundbuch	Grundpfandrechte im Grundbuch	Änderung	Grundschuld | Grundpfandrechte | Grundbuch | Rangrücktritt | Rangänderung | Rangverhältnis | Abtretung | Briefausschluss | Teilabtretung | Teilung | Pfändung | Verpfändung | Hypothek | Zinserhöhung | Ablösung | Laufzeit | nachträgliche Brieferteilung | Darlehen | Kredit | Bank | Veränderung | Haus | Wohnungseigentum | Sicherheit | Gläubigerwechsel | Abretungserklärung | Immobilien | § 70 VAG | Abtretungsbewilligung | Zessionar | Zedent
327513	99043017064000	Grundbuch	Lasten und Beschränkungen im Grundbuch	Löschung	Grundbuch | Grunddienstbarkeit | Wegerecht | Geh- | Fahr- und Leitungsrecht | Duldung | Nutzung | Grundstücksrecht | Immobilien | Haus | Wohnungsrecht | Eigentumswohnung | Wohnungseigentum | Nießbrauch | Löschung | Erlöschen | Streichung | beschränkte persönliche Dienstbarkeit | Tod des Berechtigten | Lasten und Beschränkungen | streichen | gestrichen
326788	99043016060000	Grundbuch	Zwangshypothek	Eintragung	Zwangshypothek | Zwangssicherungshypothek | Geldforderung | Zwangsvollstreckung | Grundstück | Zwangsversteigerung | Immobilarvollstreckung | Pfändung | Schuldner | Gläubiger | Titel | Grundbuch
325323	99102011002000	Steuern	Grunderwerbsteuer	Festsetzung	Grundstück | Kaufvertrag Grundstück | Unbedenklichkeitsbescheinigung | Anzeigepflicht der Notare | Bemessungsgrundlage Grunderwerbsteuer |
324394	99107009000000	Sozialleistungen	Grundsicherung im Alter und bei Erwerbsminderung		Grundsicherung im Alter und bei Erwerbsminderung | Sozialhilfe | Grundsicherung | Erwerbsunfähigkeit | Lebensunterhalt | Sozialhilfeantrag | Schwangerschaft | Geburt | Erstausstattung | Schwerbehinderung | Krankenkost | Mietrückstand | Wohnung | Räumung | Klage | Mehrbedarf | Krankenversicherung | Pflegeversicherung | Rente | Rentner | Schulden | Sozialamt
325407	99102012002000	Steuern	Grundsteuer	Festsetzung	Grundsteuer | Einheitswert | Ertragswert | Sachwert
324701	11012021022000	Baurecht	Hausnummer	Bescheinigung	Grundstücksnummerbescheinigung | Grundstücksnummer | Hausnummer
324320	99012021000000	Baurecht	Hausnummer		Hausnummer | Grundstücksnumerierung | Adresse | Anschrift | Lagebezeichnung | Nummerleuchten | beleuchtete | unbeleuchtete | fehlende | Beleuchtungspflicht | Hinweisschild
325409	99102019000000	Steuern	Steuerliche Anmeldung eines Unternehmens		Steuerliche Anmeldung eines Unternehmens | Unternehmensgründung | Freiberufliche Tätigkeit | Gewerbebetrieb | Anmeldung | Steuer | selbstständige Tätigkeit | Steuerliche Erfassung | Unternehmen | Betrieb | Steuernummer | Freiberufler | Selbstständige | Gewerbe
121482	99036009069008	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Zuteilung	grün | grünes Kennzeichen | Steuerbefreiungen | KFZ | Autos | PKW | LKW | Kraftfahrzeuge | Steuererleichterung
121491	99029003001000	Fahrzeugregister	Halterauskunft	Erteilung	Halterauskunft | Versicherungsauskunft | Auskunft | Kfz-Halterauskunft
325649	11108932000000	Straßenverkehr	Straßenverkehrsangelegenheiten - Ruhender Verkehr		parken | halten | Parkverbot | Halteverbot | Verkehr | Ruhender Verkehr | Straßenverkehr | Umzug | Schilder | umziehen | Halteverbot Umzug
327144	11057001085900	Handelsregister	Handelsregister	Abschrift	Handelsregisterauszug | beglaubigt | unbeglaubigt | Abschrift | amtlicher Ausdruck | Firma | Firmenauszug | Unternehmen | GmbH | Gesellschaft | AG | GmbH & Co.KG. | Einzelkaufmann | Apostille | Legalisation | OHG
327146	99057001109000	Handelsregister	Handelsregister	Einsicht gewähren	Handelsregisterauszug | Firma | Unternehmen | Gesellschaft | GmbH | AG | GmbH & Co. KG | OHG | Einzelkaufmann | Gesellschafterliste | Gesellschaftsvertrag | Unternehmensgegenstand | Kapitalgesellschaften | Personenhandelsgesellschaften | Geschäftsführer | Vorstand | Inhaber | Kommanditisten | Prokura | inländische Geschäftsanschrift | Stammkapital |
327238	99057001060003	Handelsregister	Handelsregister	Eintragung	Einzelkaufmann | Einzelkauffrau | e.K. | e.Kfr. | e.Kfm. | Handelsgewerbe | Eintragung | Unternehmen | Betrieb | Handelsregister | Inhaberin
327425	99057001060006	Handelsregister	Handelsregister	Eintragung	Gesellschaft mit beschränkter Haftung | GmbH | Gewerbe | Eintragung | Handelsregister | Gesellschaftsvertrag | Geschäftsführerin | Gesellschafterin | Unternehmergesellschaft haftungsbeschränkt | UG | Stammkapital | Geschäftsanteil | Firma | Unternehmen
327382	99057001060001	Handelsregister	Handelsregister	Eintragung	Kommanditgesellschaft | KG | Handelsgewerbe | Eintragung | Handelsregister | Eintragung | Betrieb | Unternehmen | persönlich haftender Gesellschafter | Komplementärin | Kommanditistin | Firma | Kommanditeinlage | unbeschränkte Haftung
327240	99057001060008	Handelsregister	Handelsregister	Eintragung	Offene Handelsgesellschaft | OHG | Eintragung | Betrieb | Unternehmen | persönlich haftender Gesellschafter | Komplementär | Firma | Handelsregister
327148	11057001105900	Handelsregister	Handelsregister	Führung	HRA | HRB | Kapitalgesellschaften | GmbH | AG | Limited | Personenhandelsgesellschaften | OHG | KG | Einzelkaufmann | Eintragungen | Firma | Unternehmen | Handelsregister | Geschäftsführer | Gesellschafter | Kommanditist | Komplementär | Prokura
141579	99058017000000	Handwerk	Verzeichnis über die Inhaber eines Betriebs eines zulassungsfreien Handwerks oder eines handwerksähnlichen Gewerbes		handwerksähnlich | Handwerk | Gewerbe | Eintragung in Verzeichnis bei der Handwerkskammer | Handwerksordnung | HWK |
141577	99058017060000	Handwerk	Verzeichnis über die Inhaber eines Betriebs eines zulassungsfreien Handwerks oder eines handwerksähnlichen Gewerbes	Eintragung	zulassungsfrei | Handwerk | Gewerbe | Eintragung in Verzeichnis bei der Handwerkskammer | Handwerksordnung | HWK |
302439	99058021000000	Handwerk	Bescheinigung der Gestattung zur Erbringung vorübergehender grenzüberschreitender Dienstleistungen nach § 9 Absatz 1 Nummer 2 Handwerksordnung (HwO) im Bereich des zulassungspflichtigen Handwerks		grenzüberschreitend | vorübergehend | Handwerk | Dienstleistung | § 9 Abs. 1 Nr.2 HwO | § 9 Absatz 1 Nummer 2 Handwerksordnung | §§ 7 ff. EU/EWR Handwerk-Verordnung (EU/EWR HwV) | zulassungspflichtiges Handwerk | Anzeige für vorübergehende grenzüberschreitende Dienstleistung im zulassungspflichtigen Handwerk
326523	99108003001001	Straßenverkehr	Ausnahmegenehmigung Parken	Erteilung	Parkerlaubnis | Parkberechtigung | Ausnahmegenehmigung | Handwerker | Regionaler | Handwerkerparkausweis | Parken | Betriebe | Parkausweis | Handwerker | Vignette | Handwerkervignette | Jahreserlaubnis |
141571	99058007000000	Handwerk	Handwerksrolle		Handwerksrolle | Eintragung | zulassungspflichtig | Handwerksordnung | Handwerkskammer | HWK
327771	99058007064000	Handwerk	Außer Kraft - Handwerksrolle	Löschung	Löschung aus der Handwerksrolle | Handwerkskammer | HWK | Löschung aus dem Verzeichnis der zulassungsfreien Handwerke | Löschung aus dem Verzeichnis der handwerksähnlichen Gewerbe | Handwerk | Handwerksbetriebe | Gewerbeabmeldung | Gewerbeummeldung
121925	99063022000000	Immissionsschutz	Lärmschutz		Lärmschutz | Lärmbeschwerde | Lärmanzeige | Nachbarschaftslärm | Tierlärm
326345	11001004004904	Abfall	Wilder Müll	Entsorgung	Müllabfuhr
324485	99107024000000	Sozialleistungen	Wohnungssicherung		Wohnungssicherung | Wohnungsnotfallhilfe | Wohnungserhalt | Wohnungserlangung | Mietschulden | obdachlos | Zwangsräumung | Räumungsklagen | Energieschulden | Miete bei Haft | Haftentlassene | Hilfe zur Überwindung besonderer sozialer Schwierigkeiten | Wohnungslosigkeit | Unterbringung | Kältehilfe | Platte | Trebe | Wohnheim | Mietrückstand | Mietschulden | Obdachlosigkeit | Mietschuldenberatung | Soziale Wohnhilfe |
121829	99107012000000	Sozialleistungen	Hilfe zum Lebensunterhalt		Sozialhilfe | Sozialhilfeantrag | Schwangerschaft | Geburt | Erstausstattung | Schwerbehinderung | Krankenkost | Mietrückstand | Wohnung | Räumung | Klage | Mehrbedarf | Krankenversicherung | Pflegeversicherung | Lebensunterhalt | Rente | Rentner | Schulden | Sozialamt
327006	99107012017001	Sozialleistungen	Hilfe zum Lebensunterhalt	Bewilligung	Pflegekind | Hilfe | Lebensunterhalt | Minderjährige | HLU | Verwandtenpflege
324474	99107014000000	Sozialleistungen	Hilfe zur Pflege		Pflege | Hilfe zur Pflege | ambulante Pflege | Pflegeheim | Pflegestufe | Pflegegeld | Heimpflege |
326121	99107015000000	Sozialleistungen	Hilfe zur Überwindung besonderer sozialer Schwierigkeiten		Wohnraumverlust | Wohnungsverlust | Krisensituation | Haftentlassene | Obdachlosigkeit | Haft | Schulden |
324571	99107013000000	Sozialleistungen	Hilfe zur Gesundheit		Gesundheit | Krankheit | Kondom | Familienplanung | Schwangerschaft | Mutterschaft | Entbindung | Sterilisation | Pille | Spirale | Krankenhaus | Zahnersatz | kieferorthopädische Behandlung | Kiefernorthopädie
121478	99036009069002	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Zuteilung	Oldtimer | H-Kennzeichen | historisch | 30 Jahre | historisches kennzeichen | Odtimerkennzeichen | gutachten | dekra | tüv
327481	99050109000000	Gewerbe	Erlaubnis als gewerbsmäßiger Honorar-Finanzanlagenberater		Finanzanlagenvermittler | Finanzanlagenberater | Kapitalanlagenvermittler | Vermögensanlage | Investment | Finanzdienstleistung | Honorar
324917	11041901049000	Familienförderung	Hort-Gutschein	Erweiterung	Hortgutschein | Hort | Hortgutschein | Hortbedarfsanerkennung | Hortplatz | Hortvertrag | Schulhort | Ferienbetreuung | Hort-Gutschein | Betreuung | Kinder | Hortbetreuung
324901	11041901000000	Familienförderung	Hort-Gutschein		Hort | Hortgutschein | Hortplatz | Hortvertrag | Schulhort | Ferienbetreuung | Hort-Gutschein | Hortbetreuung
326257	11110009070900	Tierhaltung und Tierschutz	Hundehaltung	Abmeldung	Listenhunde | gefährliche | Hunde | Kampfhunde | Abgabe | Haltungsaufgabe | Hundehaltung | Abmeldung | Tod
326263	99110009104001	Tierhaltung und Tierschutz	Hundehaltung	Anmeldung	Listenhunde | gefährliche | Hunde | Kampfhunde | Anmeldung | Haltungsanzeige
325839	11110009010900	Tierhaltung und Tierschutz	Hundehaltung	Befreiung	Listenhunde | gefährliche | Hunde | Kampfhunde | Maulkorbbefreiung | Maulkorb | Hundehaltung
325841	99110009029001	Tierhaltung und Tierschutz	Hundehaltung	Prüfung	Listenhund | gefährliche | Hunde | Kampfhunde | Rasseeinstufung | Rassebestätigung | Rasse | Hundehaltung
326261	11110009071000	Tierhaltung und Tierschutz	Hundehaltung	Ummeldung	Listenhunde | gefährliche | Hunde | Kampfhunde | Ummeldung | Haltungsanzeige | Umzug | Hundehaltung
324161	11102013002902	Steuern	Hundesteuer	Festsetzung	Hundesteuer | Abmeldung | Festsetzung | Steuermarke | Hundehaltung
121494	11102013002901	Steuern	Hundesteuer	Festsetzung	Hundesteuer | Hund anmelden | Hunde | Hundesteuermarke | Hundesteuerbefreiung | Hundehaltung
325619	11015900000000	Behinderte Menschen	R-Versorgung von Kindern mit Hörbehinderung		Ablenkaudiometrie | AVWS | BERA | Hörscreening | Neugeborenenhörscreening | OAE | Pädaudiometrie | Spielaudiometrie | Sprachaudiometrie |
324707	99047003012000	Flurstücksangelegenheiten	Identitätsbescheinigung für Flurstücke	Ausstellung	Identitätsbescheinigung | historische Flurstücke
324356	11003012005900	Gesundheit	Impfung	Erlaubnis	Impfung | Impfstoff | Gelbfieber | Flaviviridae | Viren | Lebendimpfstoff | STIKO | RKI | Meldepflicht | Infektionsschutzgesetz | IfSG | Gelbfieberimpfstellenerlaubnis
326539	99003013018002	Gesundheit	Infektionsschutz	Beratung	Virus | hämorrhagisches Fieber | Infektionskrankheit | Ebolavirus | Epidemie | Ebola
324397	99003011000000	Gesundheit	Hygieneuntersuchungen		Ratten | Wanzen | Schimmel | Trinkwasser | Eigenwasserversorgungsanlagen | Kopfläuse | Krankheitsausbrüche in Gemeinschaftseinrichtungen | meldepflichtige Krankheiten | Kopfläuse | Umweltmedizin | Schwimm- und Badebecken | Überwachung Alten- und Pflegeheime | Kräzte | Scabies | Infektionsschutz-gesetz | Ambrosia | Eichenprozessionsspinner | MRSA | Krankheitserreger | Reisemedizin | Überwachung von Krankenhäusern | Überwachung von ambulanten Ops | Belehrung gem. § 43 IfSG | Gesundheits-Pass | Badebeckenwasser | Umweltmedizin | Ordnungsbehördliche Bestattungen | Exhumierung
326804	99094002019000	Rechtsdienstleistungen	Rechtsdienstleistungen aufgrund besonderer Sachkunde	Registrierung	Inkassodienstleister | Rechtsdienstleister | RDG | Rechtsberatung | Rechtsberater | Registrierung | ausländisches Recht
327376	11066004001000	Insolvenz	Restschuldbefreiung	Erteilung	Restschuldbefreiung | Entschuldung | Schuldenfreiheit | Insolvenz | Konkurs
327387	99066002058004	Insolvenz	Insolvenzverfahren	Durchführung	Nachlassinsolvenz | Insolvenz des Erben | Erbeninsolvenz | Erbenhaftungsbeschränkung | Beschränkung der Erbenhaftung |
327527	99050101001000	Gewerbe	Negativbescheinigung über die Anhängigkeit eines Insolvenzverfahrens	Erteilung	Negativauskunft | Insolvenzauskunft | Schuldenauskunft | Negativbescheinigung | Auszug aus dem Insolvenzregister | Auszug aus dem Konkursregister
327661	99066002058002	Insolvenz	Insolvenzverfahren	Durchführung	Regelinsolvenz | Insolvenz | Unternehmensinsolvenz | Insolvenzverfahren | Firmenpleite | Firmeninsolvenz | juristische Person | Pleite | Zahlungsunfähigkeit | Überschuldung | Konkurs | Bankrott
327465	99066002058001	Insolvenz	Insolvenzverfahren	Durchführung	Regelinsolvenz | Insolvenz | Konkurs | Bankrott | Entschuldung
327026	99066002058003	Insolvenz	Insolvenzverfahren	Durchführung	Insolvenz | Konkurs | Schuldenschnitt | Entschuldung | Verbraucherinsolvenz | Privatinsolvenz | Restschuldbefreiung | Überschuldung
327140	11066005119901	Insolvenz	Kosten des Insolvenzverfahrens	Stundung	Kostenstundung | Kostenfreiheit | Zahlungsaufschub | Gerichtskosten | Insolvenzkosten
325517	11011002900000	Ausländerangelegenheiten	Teilnahme am Integrationskurs	Beratung und Einstufung	Beratung | Einstufung | Test | Deutschkurs | Deutsch als Zweitsprache | Deutsch als Fremdsprache | Deutsch | Fremdsprache | Integrationskurs | Zweitsprache | Frauenintegrationskurs | Elternkurse | BAMF | Förderung BAMF
121591	99023001012004	Fahrerlaubnis	Führerschein	Ausstellung	Fleppe | Internationaler Führerschein | Führerscheine | Führerscheinangelegenheiten | Führerscheinbearbeitung | Führerschein | Führerscheinausstellung
326618	99036008070003	Fahrzeugzulassung	Kraftfahrzeug	Abmeldung	Außerbetriebsetzung | Abmeldung | internetbasiert
324511	11123001103000	Vermessung und Kataster	Geodaten und Geoinformationen	Verkauf und Verwaltung	Bezirkskarte | Geobasisdaten | Geo-Informationen | Geo-Daten | Landkarte | kartografische Daten | Karte | Kartenwerk | Landeskartenwerk | Rasterdaten | Stadtplan | topographische Karte | historische Karte | Themenkarte | Geoinformationen | Landschaftsbeschreibung | Messtischblatt | Meßtischblatt | Plan
325875	11003907000000	Gesundheit	Kinder und Jugendliche mit psychischen und sozialen Entwicklungsbeeinträchtigungen und Verhaltensauffälligkeiten (Beratung/Untersuchung)		Kinder | Jugendliche | psychische | sozialen Entwicklungsbeeinträchtigungen | Verhaltensauffälligkeiten
325035	99102002000000	Steuern	Steuerfreibeträge		Kinderfreibetrag | Freibetrag für Betreuung und Erziehung oder Ausbildung | Haushaltsfreibetrag | Familien - Steuern | Kinder - Steuererleichterungen | Steuern - Freibetrag | Steuerfreibetrag
121469	99085003012001	Reisepass	Kinderreisepass	Ausstellung	Kinderreisepass | Kinderreisepaß | Reisepass | Reisepaß | Kinderpass | Kinderpaß | Paß | Pass | Pass für Kinder | Kinderausweis | verlängern | Verlängerung
326548	99085003012000	Reisepass	Kinderreisepass	Ausstellung	Kinderreisepass | Kinderreisepaß | Reisepass | Reisepaß | Kinderpass | Kinderpaß | Paß | Pass | Pass für Kinder | Kinderausweis | verlängern | Verlängerung
326908	11073001129900	Kirche	Kirchenaustritt	Erklärung	Religion | Kirche | Kirchenaustritt | Austritt aus der Kirche | Kirchensteuer | Religionsgemeinschaft
326201	11102035023900	Steuern	Kirchensteuer	Auskunft	Kirchensteuer | KISTAM | KISTAV | Abgeltungsteuer
326175	99102035002000	Steuern	Kirchensteuer	Festsetzung	Kirchensteuer
324873	11041900000000	Familienförderung	Kita-Gutschein		Anmeldung Kita | Kita | Kitagutschein | Kitaplatz | Gutschein für Kita | Kindertageseinrichtungen | Kindertagesbetreuung | Kita-Gutschein | Kinderbetreuung | Kindertagespflegestelle | Tagesmutter | Tagespflegeperson | Kinderbetreuung
324879	11041900900000	Familienförderung	Kita-Gutschein	Betreuungsumfang	Betreuungszeit | Stundenerhöhung | Kitaplatz verlängern | Betreuungsumfang | Kitagutschein | Kita-Gutschein | Kinderbetreuung
297023	11036008014902	Fahrzeugzulassung	Kraftfahrzeug	Meldung	Elektronische | Versicherungsbestätigung | eVB | Versicherungsschutz
327469	11036008012900	Fahrzeugzulassung	Kraftfahrzeug	Ausstellung	Zulassungsdokument | Internationaler Fahrzeugschein
324189	99108901000000	Straßenverkehr	Kfz - Sicherstellungen		KFZ | Auto | Kraftfahrzeuge | Sicherstellungen
324190	99108900000000	Straßenverkehr	Kfz - Umsetzungen		abschleppen | Entfernung von Fahrzeugen | Versetzung | Verbringung | Diebstahl | Busspur | Haltestelle | Unfall | Durchführung | Umsetzung | Kfz-Umsetzung | KFZ | Auto | Fahrzeug | Kraftfahrzeug
120900	99036008014003	Fahrzeugzulassung	Kraftfahrzeug	Meldung	Kfz verkaufen | Kfz veräußern | Auto verkaufen | abmelden | Veräußerungsanzeige | Verkauf
120877	99036008070002	Fahrzeugzulassung	Kraftfahrzeug (persönliche Vorlage)	Abmeldung	Fahrzeugstilllegung | Kraftfahrzeugstilllegung | Autostilllegung | Kfz | Stillegung | Verbleibserklärung | Verwertungsnachweis | Außerbetriebsetzung | abmelden | verschrotten | Auto | Fahrzeug
325881	11036008070900	Fahrzeugzulassung	Kraftfahrzeug	Abmeldung	Fahrzeugstilllegung | Kraftfahrzeugstilllegung | Autostilllegung | Kfz | Stillegung | Verbleibserklärung | Verwertungsnachweis | Außerbetriebsetzung | abmelden | verschrotten | Auto | Kraftfahrtzeug | Fahrzeug
120918	11036008007900	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Anmeldung | Standortwechsel | Standortverlegung | Zulassung | Umschreibung | Kfz-Zulassung | Kennzeichenmitnahme | Auto | Fahrzeug | Kraftfahrzeug | Ummeldung | ummelden
327517	99036015040000	Fahrzeugzulassung	Plakette für elektrisch betriebene Fahrzeuge aus dem Ausland	Ausgabe	E-Plakette | Emog | Bevorrechtigung | Elektro
120904	99036008014002	Fahrzeugzulassung	Kraftfahrzeug	Meldung	technische Veränderungen | Fahrzeugveränderungen | KAT-Nachrüstungen | Nachrüstung | Eintragung | Gutachten | Änderung | dekra | tüv | auflastung | ablastung | Technik
121473	11036009036900	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Ersatz	neues Kennzeichen | Wunschkennzeichen | umkennzeichnen | Reservierung | Kennzeichenwechsel | Wunschumkennzeichnung | Umkennzeichnung | ändern | kfz
324196	99036009036003	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Ersatz	Umkennzeichnung | Verlust | KFZ-Kennzeichen | Kraftfahrzeugkennzeichen | Kennzeichen | verloren | Diebstahl | gestohlen
121484	99036009072003	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Reservierung	Wunschkennzeichen | Wunschkennzeichenreservierungen | Reservierung eines Kennzeichens | Kraftfahrzeugkennzeichen | reservieren
324907	99036009036002	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Ersatz	Kraftfahrzeugkennzeichen - Ersatz - Unleserlichkeit - Lesbarkeit - Beschädigung - Nummernschild
325563	99076006000000	Kriegsopferentschädigung	Kriegsopferfürsorge		Kriegsopferversorgung | Fürsorgeleistung | Verlust | Beschädigte | Hinterbliebene | Schädigung | Entschädigungsrecht | Bundesversorgungsgesetz | Leistungsgewährung | Lebenslagen | Versorgungsanspruch
121479	99036009069003	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Zuteilung	rote Kennzeichen | Probefahrt | Überführung | kurzzeitkennzeichen | Prüfungsfahrt | gelb | gelbe Nummer | 5 | Tage | 5 Tage | kurzkennzeichen
325335	99102014002000	Steuern	Körperschaftsteuer	Festsetzung	Körperschaftsteuer | Körperschaftsteuer - Festsetzung | Kapitalgesellschaft | GmbH | Gmbh&Co KG | AG | ELSTER | elster | Elster | elektronische Steuererklärung | ELSTEROnline | Vereine
325629	11123012022000	Vermessung und Kataster	Vermessungspunkte	Bescheinigung	Lagebescheinigung | Höhenbescheinigung | Einmessbescheinigung | Baubescheinigung | Kontrollvermessung
325627	11123001141900	Vermessung und Kataster	Geodaten und Geoinformationen	Bereitstellung	Lageplan | amtlicher Lageplan | Bauvorlage | Nutzungsberechnung
326916	11118003029000	Verbraucherschutz	Lebensmittelsicherheit	Prüfung	Hygienemangel | Gastätte | Imbiß
324951	11079001104904	Lebenspartnerschaft	Lebenspartnerschaft	Anmeldung	Anmeldung Lebenspartnerschaft | Registrierung | Spätaussiedler | Partnerschaft | gleichgeschlechtlich | Homoehe
324693	11079001902901	Lebenspartnerschaft	Lebenspartnerschaft	Lebenspartnerschaft mit Auslandsbeteiligung	Lebenspartnerschaft | Homoehe
324691	11079001902900	Lebenspartnerschaft	Lebenspartnerschaft	Lebenspartnerschaft mit Auslandsbeteiligung	Lebenspartnerschaft | Homoehe
324729	11079001901900	Lebenspartnerschaft	Lebenspartnerschaft	ohne Auslandsbeteiligung	Lebenspartnerschaft | deutsch | Homoehe
324665	11079001900000	Lebenspartnerschaft	Lebenspartnerschaft	Begründung von Lebenspartnerschaften	Lebenspartnerschaft | Homoehe
324953	11079001018900	Lebenspartnerschaft	Lebenspartnerschaft	Beratung	Lebenspartnerschaft Anmeldung Spätaussiedler Beratung Registrierung Partnerschaft gleichgeschlechtlich Homoehe
326199	11901913000000	Übergeordnete Personenstandsfälle	Lebenspartnerschaft		gleichgeschlechtliche Ehe | eingetragene Partnerschaft
324957	11079001900901	Lebenspartnerschaft	Lebenspartnerschaft	Begründung von Lebenspartnerschaften	Lebenspartnerschaft Beurkundung - Nachbeurkundung einer Lebenspartnerschaft im Ausland | Registrierung
324959	11079001018000	Lebenspartnerschaft	Lebenspartnerschaft	Beratung	Lebenspartner | Lebenspartnerin | Registrierung im Ausland | Auslandsehe | Homoehe | gleichgeschlechtlich
